,id,kjkrfgld,bpowgknt,raksnhjf,vwpsxrgk,omtioxzz,yfmzwkru,tiwrsloh,weioazcf,poor
5914,19819,qzGkS,THHLT,DtMvg,IDkCg,48.0,-3.0,-15.0,-34.5,True
1428,22646,KfoTG,THHLT,qTmDg,qNABl,12.0,-4.0,-5.0,-9.5,True
3075,8739,GVYCk,THHLT,DtMvg,hmAUm,12.0,-2.0,-7.0,-14.5,False
6339,28429,qzGkS,zPfZR,DtMvg,qcizG,12.0,-3.0,-1.0,0.5,False
1191,89903,qzGkS,mDadf,DtMvg,lwCkE,3.0,-4.0,-1.0,0.5,False
2393,64194,KfoTG,zPfZR,DtMvg,mIqzL,12.0,-3.0,1.0,5.5,False
3160,65311,,THHLT,rXCdD,sPNOc,12.0,-3.0,-1.0,0.5,False
4544,15870,qzGkS,THHLT,DtMvg,qXvRS,12.0,-3.0,1.0,5.5,False
4484,45731,Lsuai,THHLT,TKfyw,bUhyU,12.0,-4.0,-7.0,-14.5,True
4752,3950,qzGkS,THHLT,DtMvg,puHHm,39.0,-3.0,-3.0,-4.5,True
1369,9134,ljBjd,THHLT,TKfyw,puHHm,39.0,-4.0,,-4.5,False
6011,88776,qzGkS,WXYiE,DtMvg,esAQH,12.0,-4.0,-9.0,-19.5,True
31,37799,qzGkS,THHLT,DtMvg,shPwO,21.0,-4.0,-1.0,0.5,False
2870,36417,ljBjd,THHLT,TKfyw,IJnCs,12.0,-4.0,3.0,10.5,False
4410,91871,KfoTG,THHLT,TKfyw,VJaVA,21.0,-1.0,-3.0,-4.5,False
7018,554,ljBjd,WXYiE,DtMvg,esAQH,21.0,-4.0,-5.0,-9.5,True
5529,66988,qzGkS,THHLT,DtMvg,shPwO,12.0,-3.0,-5.0,-9.5,False
7804,62379,KfoTG,zPfZR,DtMvg,lwCkE,21.0,-4.0,-7.0,-14.5,True
7965,78567,AfgYR,zPfZR,rXCdD,qNABl,30.0,-2.0,-5.0,-9.5,True
8081,19937,,DnomH,DtMvg,XAmOF,21.0,-3.0,-7.0,-14.5,False
5792,88756,qzGkS,THHLT,qTmDg,bUhyU,21.0,-2.0,-3.0,-4.5,False
2590,26109,KfoTG,mDadf,TKfyw,ZCIYy,3.0,-3.0,1.0,5.5,True
6147,62202,qzGkS,THHLT,qTmDg,shPwO,30.0,-2.0,-7.0,-14.5,False
398,53440,qzGkS,WXYiE,zeYAm,BidgV,3.0,-4.0,-11.0,-24.5,True
713,12323,qzGkS,THHLT,DtMvg,bUhyU,21.0,-1.0,-5.0,-9.5,False
5596,79067,KfoTG,DnomH,DtMvg,lwCkE,12.0,-3.0,-5.0,-9.5,False
890,43923,KfoTG,WXYiE,zeYAm,ZCIYy,-6.0,-3.0,3.0,10.5,False
4267,90562,KfoTG,THHLT,DtMvg,XHmQd,12.0,-3.0,1.0,5.5,False
152,2899,qzGkS,THHLT,qTmDg,esAQH,30.0,-3.0,-11.0,-24.5,True
1233,12803,Lsuai,mDadf,TKfyw,qcizG,3.0,-4.0,-5.0,-9.5,True
6013,95962,Lsuai,THHLT,zeYAm,yKWYC,12.0,-3.0,-5.0,-9.5,True
4819,25142,qzGkS,THHLT,zeYAm,IDkCg,12.0,-4.0,3.0,10.5,True
6430,97404,KfoTG,THHLT,DtMvg,lwCkE,30.0,-4.0,-9.0,-19.5,True
2185,38400,qzGkS,zPfZR,DtMvg,qcizG,12.0,-4.0,-1.0,0.5,True
3476,4620,tnDpM,THHLT,qTmDg,VJaVA,21.0,,-5.0,-9.5,False
6021,7361,KfoTG,mDadf,qTmDg,NdlDR,30.0,-3.0,-7.0,-14.5,True
1177,19732,qzGkS,hMHca,DtMvg,qXvRS,3.0,-1.0,-3.0,-4.5,False
5631,51679,KfoTG,mDadf,DtMvg,AjMVN,3.0,-4.0,-1.0,0.5,True
6108,14911,Lsuai,THHLT,DtMvg,DBUky,30.0,-1.0,-7.0,-14.5,False
6981,93725,Lsuai,THHLT,DtMvg,DBUky,3.0,-3.0,-5.0,-9.5,True
6007,74032,qzGkS,THHLT,DtMvg,sPNOc,21.0,-4.0,-1.0,0.5,False
3746,86864,qzGkS,THHLT,qTmDg,bUhyU,21.0,-2.0,-7.0,-14.5,False
4217,92655,ljBjd,zPfZR,rXCdD,IJnCs,12.0,-4.0,-5.0,-9.5,True
6344,96051,qzGkS,mDadf,qTmDg,VJaVA,3.0,-2.0,-5.0,-9.5,True
44,34148,KfoTG,THHLT,rXCdD,vVbnO,21.0,-3.0,-11.0,-24.5,True
6419,13062,,zPfZR,zeYAm,BidgV,21.0,-3.0,-1.0,0.5,False
2665,32840,ljBjd,THHLT,,ARuYG,12.0,-3.0,-1.0,0.5,False
6492,25335,GVYCk,zPfZR,zeYAm,NdlDR,12.0,-3.0,-3.0,-4.5,False
3243,219,Lsuai,THHLT,qTmDg,SaVqO,12.0,-3.0,-1.0,0.5,False
363,12209,Lsuai,,DtMvg,RpXJc,21.0,-3.0,-5.0,-9.5,False
3260,35209,Lsuai,THHLT,TKfyw,yygvO,21.0,-2.0,-17.0,-39.5,True
4862,49811,,THHLT,TKfyw,IJnCs,30.0,-3.0,-17.0,-39.5,True
4989,7899,qzGkS,THHLT,DtMvg,sPNOc,21.0,-1.0,-7.0,-14.5,False
3697,91855,KfoTG,THHLT,qTmDg,RpXJc,12.0,-1.0,,-4.5,False
3805,3550,qzGkS,THHLT,zeYAm,xzgJe,30.0,-2.0,-5.0,-9.5,False
4776,20431,qzGkS,THHLT,DtMvg,esAQH,12.0,-4.0,3.0,10.5,True
695,2071,qzGkS,mDadf,rXCdD,IJnCs,,-3.0,-5.0,-9.5,False
2383,79649,qzGkS,THHLT,rXCdD,QRKWz,12.0,-3.0,-1.0,0.5,True
2131,32652,Lsuai,THHLT,DtMvg,DBUky,21.0,-3.0,-13.0,-29.5,False
280,45215,qzGkS,THHLT,DtMvg,qXvRS,30.0,-2.0,-1.0,0.5,False
2087,86113,ljBjd,mDadf,DtMvg,VJaVA,12.0,-2.0,,-14.5,True
4521,78470,,THHLT,rXCdD,IJnCs,21.0,-2.0,-5.0,-9.5,False
6465,23544,Lsuai,THHLT,qTmDg,,3.0,-4.0,-3.0,-4.5,True
6319,37393,KfoTG,mDadf,rXCdD,VJaVA,3.0,-2.0,3.0,10.5,False
847,33776,ljBjd,DnomH,zeYAm,ZlqSm,30.0,-4.0,-7.0,-14.5,False
4869,40022,Lsuai,THHLT,DtMvg,DBUky,12.0,-3.0,-15.0,-34.5,False
81,11348,GVYCk,zPfZR,TKfyw,tXtkv,12.0,-4.0,-7.0,-14.5,True
3818,66616,ljBjd,DnomH,zeYAm,yKWYC,39.0,-2.0,1.0,5.5,False
4871,37877,Lsuai,zPfZR,DtMvg,puHHm,21.0,-4.0,-5.0,-9.5,True
3067,77803,qzGkS,mDadf,DtMvg,BidgV,21.0,-3.0,-3.0,-4.5,False
6202,91490,Lsuai,zPfZR,DtMvg,DBUky,3.0,,-3.0,-4.5,False
5036,44116,Lsuai,zPfZR,DtMvg,bUhyU,12.0,-3.0,-1.0,0.5,True
8026,42551,ljBjd,mDadf,DtMvg,yygvO,12.0,-4.0,3.0,,False
7391,93777,KfoTG,zPfZR,qTmDg,RpXJc,21.0,-3.0,-5.0,-9.5,False
810,65276,qzGkS,THHLT,DtMvg,sPNOc,30.0,-2.0,1.0,5.5,False
5398,89322,GVYCk,mDadf,rXCdD,vVbnO,21.0,-2.0,-5.0,-9.5,True
5163,22232,qzGkS,hMHca,DtMvg,shPwO,48.0,-3.0,,-19.5,False
554,74194,KfoTG,THHLT,TKfyw,IJnCs,30.0,-3.0,-13.0,-29.5,False
645,85534,qzGkS,DnomH,DtMvg,qcizG,21.0,-2.0,-5.0,-9.5,False
1567,57974,Lsuai,zPfZR,,XHmQd,12.0,-3.0,-1.0,0.5,False
521,62459,AfgYR,THHLT,,esAQH,12.0,,-3.0,-4.5,False
7536,24888,qzGkS,THHLT,DtMvg,AjMVN,21.0,-3.0,-3.0,-4.5,False
4713,31332,Lsuai,THHLT,TKfyw,xzgJe,30.0,-4.0,-7.0,-14.5,False
1009,4515,qzGkS,THHLT,zeYAm,vVbnO,30.0,-3.0,-9.0,-19.5,True
3495,48855,qzGkS,THHLT,DtMvg,AjMVN,12.0,-4.0,-1.0,0.5,True
7794,28501,Lsuai,THHLT,DtMvg,shPwO,48.0,-1.0,-7.0,-14.5,False
3493,31163,qzGkS,THHLT,DtMvg,shPwO,12.0,-3.0,-9.0,-19.5,False
420,48713,ljBjd,THHLT,rXCdD,IJnCs,21.0,-4.0,-1.0,0.5,False
7300,80080,Lsuai,,TKfyw,ZlqSm,30.0,-3.0,-17.0,-39.5,True
3994,29661,qzGkS,mDadf,qTmDg,ARuYG,12.0,-4.0,-11.0,-24.5,True
973,15208,Lsuai,THHLT,DtMvg,puHHm,30.0,-3.0,-1.0,0.5,False
6455,60965,KfoTG,,DtMvg,XHmQd,3.0,-4.0,-5.0,-9.5,False
1326,90487,tnDpM,zPfZR,TKfyw,qNABl,30.0,-4.0,-3.0,-4.5,True
3520,79822,,zPfZR,qTmDg,VJaVA,12.0,-4.0,-3.0,-4.5,True
1042,13281,qzGkS,WXYiE,DtMvg,esAQH,12.0,,-5.0,-9.5,False
6449,64579,KfoTG,THHLT,DtMvg,XAmOF,21.0,,-7.0,-14.5,False
6216,22630,Lsuai,hMHca,DtMvg,esAQH,12.0,-4.0,-11.0,-24.5,True
424,81376,ljBjd,THHLT,zeYAm,mIqzL,12.0,-3.0,-7.0,-14.5,True
1354,81912,qzGkS,,DtMvg,qXvRS,21.0,-4.0,-9.0,-19.5,True
6914,47693,qzGkS,mDadf,DtMvg,qcizG,12.0,-2.0,3.0,10.5,False
6274,9201,KfoTG,mDadf,rXCdD,IDkCg,21.0,-4.0,-1.0,0.5,True
2646,92476,Lsuai,,DtMvg,qcizG,3.0,-3.0,-3.0,-4.5,True
4919,67758,GVYCk,DnomH,qTmDg,XAmOF,30.0,-4.0,,10.5,False
5528,54541,ljBjd,THHLT,DtMvg,tXtkv,21.0,,-7.0,-14.5,True
5449,65406,Lsuai,WXYiE,qTmDg,,21.0,-3.0,-7.0,,True
3299,26346,Lsuai,THHLT,rXCdD,qNABl,21.0,-4.0,-3.0,-4.5,True
7060,55196,qzGkS,mDadf,DtMvg,qXvRS,21.0,-3.0,-5.0,-9.5,True
261,39802,qzGkS,THHLT,DtMvg,shPwO,48.0,-1.0,-7.0,-14.5,False
3424,9186,Lsuai,,,yygvO,21.0,-4.0,-3.0,-4.5,True
6403,78327,ljBjd,THHLT,zeYAm,SaVqO,30.0,-2.0,-1.0,0.5,False
5180,25329,Lsuai,zPfZR,DtMvg,yKWYC,12.0,-4.0,-3.0,-4.5,True
6033,67293,KfoTG,zPfZR,rXCdD,sPNOc,3.0,-3.0,1.0,5.5,True
2643,4909,qzGkS,,DtMvg,puHHm,21.0,-4.0,-1.0,0.5,False
6175,78341,qzGkS,THHLT,DtMvg,esAQH,12.0,-3.0,-5.0,-9.5,False
1032,42677,Lsuai,zPfZR,qTmDg,ARuYG,21.0,-2.0,-11.0,-24.5,True
7355,64257,Lsuai,mDadf,TKfyw,,12.0,-3.0,-3.0,-4.5,True
1807,87756,qzGkS,THHLT,qTmDg,sPNOc,30.0,-2.0,-1.0,0.5,False
836,88988,qzGkS,THHLT,DtMvg,esAQH,30.0,-2.0,-7.0,-14.5,False
7364,14958,KfoTG,THHLT,DtMvg,esAQH,3.0,-4.0,-9.0,-19.5,True
109,18181,qzGkS,zPfZR,qTmDg,IDkCg,3.0,-3.0,1.0,5.5,False
6231,55942,ljBjd,WXYiE,TKfyw,hmAUm,21.0,-2.0,-5.0,-9.5,False
4940,81332,,THHLT,TKfyw,IJnCs,66.0,-3.0,-5.0,-9.5,False
3507,65093,qzGkS,THHLT,rXCdD,sPNOc,30.0,,-5.0,-9.5,False
4188,62276,AfgYR,zPfZR,rXCdD,qNABl,12.0,-4.0,-3.0,-4.5,True
3330,60862,qzGkS,THHLT,DtMvg,bUhyU,12.0,-2.0,1.0,5.5,False
55,9883,qzGkS,mDadf,DtMvg,vVbnO,3.0,-3.0,-3.0,-4.5,True
3741,83627,KfoTG,THHLT,TKfyw,IJnCs,21.0,-4.0,-7.0,-14.5,False
2403,72538,qzGkS,mDadf,qTmDg,bUhyU,21.0,-2.0,-9.0,-19.5,True
4403,1379,qzGkS,mDadf,rXCdD,QRKWz,30.0,-4.0,-5.0,-9.5,True
5678,7544,qzGkS,THHLT,rXCdD,IJnCs,21.0,-3.0,-3.0,-4.5,False
2893,6930,KfoTG,mDadf,DtMvg,lwCkE,3.0,-4.0,3.0,10.5,False
1683,13892,qzGkS,THHLT,rXCdD,,30.0,-4.0,-11.0,-24.5,True
4002,75635,ljBjd,WXYiE,qTmDg,XAmOF,21.0,-2.0,-3.0,-4.5,False
4258,66855,Lsuai,mDadf,DtMvg,qcizG,12.0,-4.0,-1.0,,False
4960,15667,ljBjd,zPfZR,rXCdD,IJnCs,12.0,-4.0,3.0,10.5,False
6210,13433,Lsuai,hMHca,DtMvg,RpXJc,12.0,-3.0,1.0,5.5,False
6458,13661,Lsuai,zPfZR,DtMvg,yygvO,48.0,-4.0,-1.0,0.5,False
4645,42024,qzGkS,DnomH,zeYAm,yKWYC,30.0,-3.0,-5.0,-9.5,False
3962,4484,Lsuai,zPfZR,DtMvg,bUhyU,21.0,-4.0,1.0,5.5,False
4758,22332,KfoTG,mDadf,DtMvg,tXtkv,21.0,-3.0,1.0,5.5,False
1480,77765,Lsuai,THHLT,DtMvg,esAQH,30.0,-3.0,-3.0,-4.5,False
4101,70556,GVYCk,hMHca,DtMvg,hmAUm,21.0,-2.0,-5.0,,False
4152,35168,qzGkS,zPfZR,DtMvg,yygvO,30.0,-3.0,-1.0,0.5,False
7547,74839,qzGkS,mDadf,qTmDg,ARuYG,21.0,-3.0,1.0,,False
6512,82736,qzGkS,zPfZR,qTmDg,mIqzL,12.0,-2.0,-7.0,-14.5,True
4670,11172,KfoTG,,qTmDg,RpXJc,21.0,-3.0,-1.0,0.5,False
5662,1464,KfoTG,zPfZR,rXCdD,IJnCs,21.0,-4.0,3.0,10.5,False
3059,27548,qzGkS,mDadf,DtMvg,VJaVA,12.0,-2.0,-3.0,-4.5,True
6139,18493,qzGkS,mDadf,DtMvg,IDkCg,21.0,-3.0,-3.0,-4.5,False
4446,21946,qzGkS,THHLT,zeYAm,xzgJe,30.0,-2.0,-11.0,-24.5,False
5681,30395,,THHLT,TKfyw,esAQH,,-3.0,-5.0,-9.5,True
7112,86660,Lsuai,THHLT,DtMvg,SaVqO,21.0,-3.0,-13.0,-29.5,True
1309,3171,Lsuai,THHLT,DtMvg,esAQH,3.0,-3.0,-7.0,-14.5,True
7608,17838,Lsuai,THHLT,TKfyw,RpXJc,30.0,-3.0,-3.0,-4.5,False
2801,11024,qzGkS,zPfZR,zeYAm,vVbnO,3.0,-3.0,3.0,10.5,False
8120,30292,,THHLT,qTmDg,shPwO,21.0,-3.0,-3.0,-4.5,False
2814,98220,Lsuai,mDadf,qTmDg,bUhyU,21.0,-4.0,-15.0,-34.5,True
2142,35455,Lsuai,THHLT,qTmDg,qcizG,21.0,-4.0,-7.0,-14.5,True
5219,28433,qzGkS,THHLT,DtMvg,sPNOc,21.0,-2.0,-7.0,-14.5,False
8042,95458,qzGkS,THHLT,rXCdD,QRKWz,3.0,-4.0,-1.0,0.5,True
4085,79099,,THHLT,DtMvg,IDkCg,12.0,-2.0,-7.0,-14.5,True
120,72895,Lsuai,zPfZR,,VJaVA,12.0,-4.0,-13.0,-29.5,True
7096,91927,KfoTG,THHLT,TKfyw,ZCIYy,12.0,-2.0,-7.0,-14.5,True
5619,35437,GVYCk,DnomH,DtMvg,ZlqSm,12.0,-3.0,-3.0,-4.5,True
344,80558,KfoTG,THHLT,rXCdD,sPNOc,12.0,-3.0,-3.0,-4.5,False
2411,83858,KfoTG,mDadf,zeYAm,ZCIYy,3.0,-2.0,-9.0,-19.5,True
2800,75257,qzGkS,zPfZR,DtMvg,lwCkE,3.0,-3.0,-5.0,-9.5,False
2948,87406,qzGkS,DnomH,DtMvg,qcizG,12.0,-3.0,-15.0,-34.5,True
2157,2112,,mDadf,DtMvg,shPwO,12.0,-3.0,-13.0,-29.5,False
3530,94923,Lsuai,THHLT,DtMvg,hmAUm,12.0,-3.0,-3.0,-4.5,False
7128,6051,qzGkS,WXYiE,qTmDg,esAQH,30.0,-4.0,-9.0,-19.5,True
84,21111,KfoTG,zPfZR,DtMvg,DBUky,21.0,-2.0,-7.0,-14.5,True
1105,59063,Lsuai,,rXCdD,vVbnO,12.0,-3.0,-3.0,-4.5,True
5499,76636,qzGkS,THHLT,rXCdD,AjMVN,21.0,,-9.0,-19.5,True
6310,32247,qzGkS,mDadf,rXCdD,qNABl,21.0,-3.0,-1.0,0.5,True
286,18723,KfoTG,zPfZR,qTmDg,qcizG,30.0,-3.0,-5.0,-9.5,False
6014,18340,qzGkS,THHLT,zeYAm,ZlqSm,30.0,-4.0,-1.0,0.5,False
2492,46016,Lsuai,THHLT,DtMvg,yygvO,12.0,-2.0,-5.0,-9.5,True
5065,15985,Lsuai,THHLT,qTmDg,VJaVA,12.0,-2.0,-7.0,-14.5,True
5174,74749,KfoTG,mDadf,TKfyw,IJnCs,3.0,-4.0,1.0,5.5,False
5046,9889,Lsuai,mDadf,DtMvg,DBUky,3.0,-3.0,-5.0,-9.5,False
318,13785,KfoTG,THHLT,DtMvg,DBUky,12.0,-3.0,-5.0,-9.5,True
4827,25910,qzGkS,hMHca,DtMvg,sPNOc,12.0,-2.0,-3.0,-4.5,False
2381,65545,qzGkS,mDadf,DtMvg,qXvRS,12.0,-2.0,-5.0,-9.5,True
3372,52891,,THHLT,DtMvg,ARuYG,-6.0,-4.0,-7.0,-14.5,True
6795,14882,AfgYR,THHLT,qTmDg,tXtkv,12.0,-4.0,-5.0,-9.5,True
3034,61447,Lsuai,THHLT,qTmDg,SaVqO,12.0,-3.0,-9.0,-19.5,False
4849,56502,Lsuai,THHLT,qTmDg,esAQH,12.0,-4.0,-7.0,-14.5,True
2911,54313,Lsuai,THHLT,DtMvg,RpXJc,3.0,-4.0,-3.0,-4.5,False
7511,34485,qzGkS,mDadf,DtMvg,ZlqSm,12.0,-3.0,-7.0,-14.5,True
7143,24256,,THHLT,qTmDg,qcizG,21.0,-1.0,-3.0,-4.5,False
1130,77627,Lsuai,WXYiE,rXCdD,qNABl,21.0,-4.0,-3.0,-4.5,True
4503,34023,Lsuai,mDadf,DtMvg,IDkCg,21.0,-3.0,-3.0,-4.5,False
5405,746,Lsuai,THHLT,TKfyw,XHmQd,12.0,-4.0,-7.0,-14.5,True
4756,55087,qzGkS,mDadf,zeYAm,IDkCg,21.0,-4.0,-7.0,-14.5,True
1422,35464,qzGkS,THHLT,DtMvg,BidgV,12.0,-3.0,-3.0,-4.5,True
4513,29976,qzGkS,mDadf,DtMvg,ZCIYy,-6.0,-3.0,-3.0,-4.5,True
8092,59878,UhSVl,mDadf,zeYAm,ZlqSm,21.0,-4.0,-7.0,-14.5,True
6704,83296,qzGkS,mDadf,DtMvg,lwCkE,12.0,-2.0,1.0,5.5,False
1229,17799,Lsuai,THHLT,DtMvg,AjMVN,30.0,-4.0,-3.0,-4.5,True
2737,71124,Lsuai,mDadf,DtMvg,XHmQd,12.0,-3.0,3.0,10.5,False
7847,33682,KfoTG,THHLT,qTmDg,mIqzL,21.0,-2.0,-11.0,-24.5,False
1365,74485,KfoTG,THHLT,zeYAm,BidgV,21.0,-2.0,-3.0,,True
1255,76347,Lsuai,hMHca,DtMvg,RpXJc,12.0,-2.0,-5.0,-9.5,False
3921,71193,KfoTG,WXYiE,DtMvg,VJaVA,3.0,-3.0,-5.0,-9.5,True
237,33231,qzGkS,WXYiE,qTmDg,VJaVA,3.0,-4.0,-1.0,0.5,True
7180,95528,Lsuai,THHLT,DtMvg,qXvRS,12.0,-2.0,-9.0,-19.5,False
988,19102,ljBjd,THHLT,DtMvg,XAmOF,21.0,-4.0,-5.0,-9.5,False
6603,79409,Lsuai,hMHca,DtMvg,qXvRS,48.0,-1.0,-3.0,-4.5,False
1912,56037,KfoTG,THHLT,DtMvg,IDkCg,30.0,-4.0,,10.5,False
3322,42219,Lsuai,THHLT,DtMvg,hmAUm,3.0,-3.0,1.0,5.5,False
1920,81232,qzGkS,THHLT,,tXtkv,12.0,-3.0,-5.0,-9.5,False
1323,11643,qzGkS,zPfZR,TKfyw,puHHm,12.0,-4.0,-7.0,-14.5,True
2572,42077,KfoTG,THHLT,DtMvg,VJaVA,30.0,-2.0,-9.0,-19.5,True
3090,71501,qzGkS,zPfZR,DtMvg,yKWYC,39.0,-4.0,,-9.5,False
7586,14390,Lsuai,THHLT,rXCdD,sPNOc,39.0,-2.0,-9.0,-19.5,False
1591,15105,ljBjd,,qTmDg,XAmOF,30.0,-4.0,-7.0,-14.5,True
834,52477,Lsuai,mDadf,,VJaVA,12.0,-2.0,-1.0,,True
6714,55496,qzGkS,THHLT,zeYAm,QRKWz,12.0,-3.0,-7.0,-14.5,True
7,96788,Lsuai,THHLT,DtMvg,vVbnO,12.0,-3.0,-3.0,-4.5,False
2542,79225,KfoTG,WXYiE,DtMvg,,21.0,-3.0,-5.0,-9.5,False
3434,18645,Lsuai,mDadf,DtMvg,qcizG,12.0,-3.0,,5.5,False
3597,42966,ljBjd,mDadf,TKfyw,hmAUm,12.0,-3.0,-5.0,-9.5,False
3694,53077,tnDpM,zPfZR,qTmDg,tXtkv,12.0,-4.0,-1.0,0.5,True
3183,1263,KfoTG,THHLT,DtMvg,lwCkE,12.0,-3.0,-13.0,-29.5,True
1163,11428,KfoTG,mDadf,DtMvg,yygvO,12.0,-2.0,-11.0,-24.5,True
5852,97064,KfoTG,THHLT,DtMvg,bUhyU,12.0,-2.0,-11.0,-24.5,True
4159,86142,KfoTG,WXYiE,DtMvg,IJnCs,39.0,-3.0,-15.0,-34.5,True
7958,63487,qzGkS,THHLT,DtMvg,BidgV,75.0,-1.0,-11.0,-24.5,False
2433,42732,KfoTG,zPfZR,,puHHm,12.0,-4.0,3.0,10.5,False
1603,24673,qzGkS,zPfZR,qTmDg,mIqzL,12.0,-2.0,-3.0,-4.5,True
5367,3123,qzGkS,zPfZR,DtMvg,,30.0,-4.0,-7.0,-14.5,True
6558,99388,ljBjd,zPfZR,rXCdD,IJnCs,21.0,-4.0,-7.0,,True
1867,63406,KfoTG,,qTmDg,hmAUm,12.0,-2.0,-5.0,-9.5,False
7095,90875,Lsuai,THHLT,rXCdD,VJaVA,3.0,-4.0,-3.0,-4.5,True
1587,30637,KfoTG,THHLT,zeYAm,DBUky,30.0,-3.0,-5.0,,False
4390,94820,qzGkS,mDadf,DtMvg,XHmQd,12.0,-3.0,-5.0,-9.5,True
2118,98398,,zPfZR,DtMvg,RpXJc,30.0,-2.0,-15.0,-34.5,False
6159,6848,KfoTG,zPfZR,TKfyw,IJnCs,12.0,-4.0,-3.0,-4.5,False
7134,29365,KfoTG,mDadf,DtMvg,xzgJe,12.0,-4.0,-3.0,-4.5,True
7534,45129,ljBjd,THHLT,DtMvg,AjMVN,21.0,-4.0,-1.0,0.5,True
4568,13629,Lsuai,THHLT,DtMvg,yKWYC,21.0,-2.0,-13.0,-29.5,False
2740,59484,Lsuai,THHLT,DtMvg,puHHm,39.0,-2.0,-9.0,-19.5,False
23,26083,Lsuai,THHLT,zeYAm,xzgJe,30.0,-3.0,-7.0,-14.5,False
2566,93772,Lsuai,THHLT,TKfyw,lwCkE,30.0,-3.0,3.0,10.5,False
5514,99938,ljBjd,THHLT,DtMvg,qcizG,12.0,-3.0,1.0,5.5,False
4120,94827,tnDpM,DnomH,TKfyw,qNABl,21.0,-2.0,-5.0,,False
5131,4037,KfoTG,THHLT,qTmDg,puHHm,30.0,-1.0,-1.0,0.5,False
5066,60121,KfoTG,mDadf,zeYAm,BidgV,30.0,-4.0,,-4.5,True
4453,21271,qzGkS,THHLT,DtMvg,shPwO,30.0,-2.0,-5.0,-9.5,False
3794,55969,Lsuai,THHLT,DtMvg,XHmQd,21.0,-2.0,-7.0,-14.5,False
3974,50195,qzGkS,THHLT,qTmDg,mIqzL,3.0,-3.0,-1.0,0.5,False
3246,94481,qzGkS,THHLT,rXCdD,IJnCs,12.0,-4.0,-5.0,-9.5,True
1757,63336,KfoTG,zPfZR,zeYAm,BidgV,12.0,-4.0,-3.0,-4.5,False
907,56932,qzGkS,WXYiE,rXCdD,qNABl,21.0,-3.0,1.0,5.5,False
5836,27322,qzGkS,THHLT,DtMvg,xzgJe,39.0,-3.0,-5.0,-9.5,False
2212,33168,qzGkS,mDadf,DtMvg,DBUky,12.0,-4.0,-9.0,-19.5,True
5768,26237,Lsuai,hMHca,DtMvg,RpXJc,12.0,-2.0,-5.0,-9.5,False
7708,3006,ljBjd,mDadf,TKfyw,IJnCs,,-3.0,-7.0,-14.5,False
6788,48414,KfoTG,zPfZR,DtMvg,tXtkv,3.0,-4.0,-7.0,,True
5651,26307,,THHLT,DtMvg,XHmQd,3.0,-4.0,1.0,5.5,True
4554,87489,ljBjd,THHLT,qTmDg,ARuYG,3.0,-4.0,-3.0,-4.5,False
100,11338,Lsuai,THHLT,DtMvg,NdlDR,30.0,1000.0,-9.0,-19.5,False
5396,63240,Lsuai,THHLT,DtMvg,NdlDR,12.0,-2.0,-5.0,-9.5,False
2858,43331,qzGkS,mDadf,rXCdD,qNABl,21.0,-3.0,3.0,10.5,False
6648,59064,Lsuai,THHLT,zeYAm,BidgV,12.0,-2.0,-3.0,-4.5,False
6959,1584,KfoTG,THHLT,TKfyw,xzgJe,12.0,-2.0,1.0,5.5,False
4638,17124,KfoTG,THHLT,TKfyw,ZCIYy,3.0,-3.0,-7.0,-14.5,True
2829,10760,qzGkS,THHLT,DtMvg,IDkCg,12.0,-4.0,-7.0,-14.5,False
4714,10941,qzGkS,zPfZR,DtMvg,qcizG,3.0,-3.0,-5.0,-9.5,True
7240,76824,KfoTG,DnomH,,lwCkE,3.0,-4.0,-1.0,0.5,True
3701,43017,ljBjd,THHLT,rXCdD,AjMVN,12.0,-3.0,-7.0,-14.5,True
7537,15895,ljBjd,THHLT,rXCdD,AjMVN,12.0,-3.0,-5.0,-9.5,True
1600,88764,KfoTG,mDadf,TKfyw,xzgJe,,-3.0,-1.0,0.5,False
1315,10729,Lsuai,mDadf,qTmDg,qcizG,21.0,-3.0,-3.0,-4.5,True
4100,413,qzGkS,mDadf,DtMvg,sPNOc,21.0,-2.0,-5.0,-9.5,False
232,98874,qzGkS,THHLT,qTmDg,xzgJe,3.0,-4.0,-7.0,-14.5,True
7342,12497,Lsuai,WXYiE,DtMvg,esAQH,12.0,-2.0,-3.0,-4.5,False
5124,84396,qzGkS,WXYiE,qTmDg,bUhyU,12.0,-3.0,-11.0,-24.5,True
753,27704,qzGkS,zPfZR,qTmDg,shPwO,30.0,-3.0,-9.0,-19.5,False
3338,91508,qzGkS,THHLT,DtMvg,qcizG,30.0,-3.0,-9.0,-19.5,True
7468,52787,qzGkS,mDadf,DtMvg,BidgV,12.0,-4.0,-3.0,-4.5,True
6500,6801,qzGkS,,qTmDg,tXtkv,3.0,-3.0,-1.0,0.5,False
5460,29552,ljBjd,THHLT,DtMvg,IJnCs,30.0,-2.0,-3.0,-4.5,False
5826,24876,ljBjd,THHLT,rXCdD,QRKWz,21.0,-4.0,-3.0,-4.5,False
1708,51523,KfoTG,zPfZR,zeYAm,BidgV,21.0,-4.0,-1.0,0.5,True
4311,57581,Lsuai,THHLT,qTmDg,ARuYG,21.0,-3.0,-7.0,-14.5,False
3483,19249,ljBjd,zPfZR,TKfyw,hmAUm,12.0,-4.0,-3.0,-4.5,True
